p1 p2 p3 p4 p5 p6 p7 p8 p9 p10 p11 class
1023 6.97e-04 7.39e-03 9.46e-05 8.70e-04 6.65e-05 9.86e-01 7.84e-05 2.55e-04 2.11e-04 5.90e-05 4.73e-03  6
1024 1.83e-03 9.35e-02 2.31e-04 2.05e-03 1.51e-04 8.90e-01 1.99e-04 8.07e-04 6.09e-04 1.30e-04 1.02e-02  2
1025 4.26e-03 3.36e-01 5.18e-04 4.43e-03 3.15e-04 6.30e-01 4.51e-04 1.96e-03 1.47e-03 2.81e-04 2.06e-02  6
1026 3.01e-02 4.35e-01 3.82e-03 2.08e-02 1.45e-03 3.74e-01 3.29e-03 8.67e-03 9.34e-03 1.54e-03 1.12e-01  6
1027 9.24e-02 4.64e-02 4.02e-03 1.88e-01 5.54e-03 8.35e-03 4.56e-03 3.18e-01 2.23e-01 5.67e-03 1.04e-01  4
1028 4.87e-03 2.20e-02 2.80e-04 1.44e-02 4.37e-04 2.15e-03 2.91e-04 9.41e-01 5.72e-03 4.17e-04 8.66e-03  8
1029 7.14e-03 2.21e-02 3.90e-04 1.92e-02 5.65e-04 2.37e-03 4.10e-04 9.26e-01 9.73e-03 5.75e-04 1.13e-02  8
1030 4.95e-03 9.23e-01 3.70e-04 9.26e-03 4.23e-04 1.26e-02 3.64e-04 3.25e-02 3.59e-03 3.64e-04 1.25e-02  2
1031 1.10e-01 7.90e-02 4.89e-03 1.30e-01 4.45e-03 1.16e-02 5.50e-03 2.53e-01 2.88e-01 5.30e-03 1.09e-01 11
1032 6.07e-02 4.13e-01 3.69e-03 8.43e-02 3.79e-03 2.31e-02 3.94e-03 2.36e-01 6.20e-02 3.27e-03 1.06e-01  2
1033 7.93e-03 8.75e-01 8.32e-04 6.72e-03 4.32e-04 7.49e-02 7.61e-04 4.22e-03 3.20e-03 4.21e-04 2.54e-02  2
1034 8.84e-03 9.20e-01 7.64e-04 9.47e-03 5.73e-04 1.98e-02 7.50e-04 9.19e-03 4.70e-03 4.74e-04 2.51e-02  2
1035 6.67e-04 9.90e-01 6.16e-05 8.49e-04 5.20e-05 4.64e-03 5.86e-05 8.10e-04 3.34e-04 4.15e-05 2.26e-03  2
1036 9.30e-04 9.82e-01 9.22e-05 1.13e-03 7.34e-05 1.09e-02 8.62e-05 8.52e-04 4.20e-04 5.84e-05 3.53e-03  2
1037 1.47e-03 9.67e-01 1.50e-04 2.03e-03 1.40e-04 2.08e-02 1.40e-04 1.34e-03 6.40e-04 9.98e-05 6.58e-03  2
1038 3.44e-03 9.39e-01 3.26e-04 7.04e-03 4.77e-04 2.57e-02 3.10e-04 5.05e-03 1.65e-03 2.77e-04 1.68e-02  2
1039 2.67e-04 9.95e-01 2.44e-05 4.34e-04 2.64e-05 2.26e-03 2.33e-05 4.44e-04 1.38e-04 1.90e-05 1.01e-03  2
1040 5.68e-04 9.93e-01 4.87e-05 8.01e-04 4.54e-05 2.74e-03 4.71e-05 1.07e-03 3.22e-04 3.64e-05 1.74e-03  2
1041 2.16e-03 9.71e-01 1.76e-04 3.97e-03 2.20e-04 6.93e-03 1.73e-04 6.66e-03 1.32e-03 1.54e-04 6.98e-03  2
1042 1.29e-03 9.81e-01 1.07e-04 2.47e-03 1.35e-04 5.18e-03 1.04e-04 4.17e-03 7.80e-04 9.52e-05 4.27e-03  2
1043 2.86e-04 9.95e-01 2.43e-05 4.98e-04 2.66e-05 2.06e-03 2.33e-05 7.69e-04 1.66e-04 2.12e-05 9.12e-04  2
1044 1.96e-04 9.97e-01 1.70e-05 2.73e-04 1.52e-05 1.30e-03 1.63e-05 3.60e-04 1.09e-04 1.28e-05 5.93e-04  2
1045 6.33e-05 9.99e-01 5.61e-06 1.06e-04 5.97e-06 6.51e-04 5.33e-06 1.32e-04 3.43e-05 4.67e-06 2.18e-04  2
1046 1.85e-05 1.00e+00 1.66e-06 2.90e-05 1.66e-06 2.00e-04 1.57e-06 3.38e-05 9.80e-06 1.32e-06 6.33e-05  2
1047 6.94e-06 1.00e+00 6.33e-07 1.07e-05 6.17e-07 9.07e-05 5.96e-07 1.16e-05 3.60e-06 4.95e-07 2.42e-05  2
1048 7.55e-06 1.00e+00 6.89e-07 1.14e-05 6.57e-07 9.83e-05 6.49e-07 1.24e-05 3.91e-06 5.34e-07 2.60e-05  2
1049 2.22e-05 9.99e-01 2.06e-06 3.16e-05 1.84e-06 3.33e-04 1.93e-06 3.20e-05 1.12e-05 1.54e-06 7.63e-05  2
1050 7.15e-06 1.00e+00 6.66e-07 1.06e-05 6.23e-07 1.16e-04 6.24e-07 1.06e-05 3.58e-06 5.06e-07 2.55e-05  2
1051 1.67e-06 1.00e+00 1.53e-07 2.50e-06 1.47e-07 2.24e-05 1.44e-07 2.62e-06 8.51e-07 1.17e-07 5.87e-06  2
1052 4.24e-05 9.99e-01 4.01e-06 5.80e-05 3.50e-06 6.40e-04 3.76e-06 5.40e-05 2.07e-05 2.86e-06 1.51e-04  2
1053 4.49e-04 9.93e-01 3.88e-05 5.80e-04 3.15e-05 3.07e-03 3.70e-05 7.57e-04 2.51e-04 2.86e-05 1.27e-03  2
1054 4.13e-05 9.99e-01 3.84e-06 6.93e-05 4.09e-06 6.82e-04 3.60e-06 6.88e-05 2.08e-05 3.12e-06 1.57e-04  2
1055 6.91e-05 9.98e-01 6.55e-06 1.11e-04 6.83e-06 1.07e-03 6.15e-06 1.01e-04 3.39e-05 5.05e-06 2.74e-04  2
1056 9.04e-05 9.97e-01 8.57e-06 1.41e-04 8.27e-06 2.17e-03 7.95e-06 1.29e-04 4.41e-05 6.73e-06 3.37e-04  2
1057 1.16e-05 1.00e+00 1.09e-06 1.75e-05 1.03e-06 2.05e-04 1.01e-06 1.70e-05 5.77e-06 8.31e-07 4.20e-05  2
1058 4.36e-05 9.99e-01 4.19e-06 6.79e-05 4.12e-06 1.02e-03 3.89e-06 5.92e-05 2.09e-05 3.21e-06 1.70e-04  2
1059 4.68e-04 9.83e-01 4.45e-05 8.55e-04 5.03e-05 1.25e-02 4.12e-05 7.34e-04 2.27e-04 3.84e-05 1.90e-03  2
1060 6.00e-05 9.98e-01 5.71e-06 8.63e-05 5.10e-06 1.32e-03 5.30e-06 7.87e-05 2.91e-05 4.26e-06 2.16e-04  2
1061 3.37e-05 9.99e-01 3.17e-06 4.79e-05 2.82e-06 6.18e-04 2.96e-06 4.57e-05 1.66e-05 2.35e-06 1.19e-04  2
1062 4.67e-05 9.99e-01 4.43e-06 6.76e-05 4.00e-06 9.91e-04 4.12e-06 6.23e-05 2.27e-05 3.32e-06 1.68e-04  2
1063 6.60e-05 9.98e-01 6.12e-06 9.87e-05 5.67e-06 1.18e-03 5.71e-06 9.95e-05 3.33e-05 4.76e-06 2.29e-04  2
1064 2.02e-05 1.00e+00 1.87e-06 3.12e-05 1.80e-06 3.24e-04 1.75e-06 3.22e-05 1.03e-05 1.46e-06 7.16e-05  2
1065 1.27e-03 9.78e-01 1.09e-04 1.91e-03 9.86e-05 1.17e-02 1.03e-04 2.45e-03 7.07e-04 9.19e-05 3.69e-03  2
1066 4.93e-04 9.90e-01 4.35e-05 8.40e-04 4.51e-05 6.08e-03 4.09e-05 1.02e-03 2.66e-04 3.80e-05 1.63e-03  2
1067 2.21e-04 9.96e-01 1.93e-05 3.67e-04 1.98e-05 2.22e-03 1.82e-05 4.87e-04 1.22e-04 1.64e-05 7.15e-04  2
1068 1.14e-03 9.61e-01 1.15e-04 2.15e-03 1.44e-04 2.78e-02 1.07e-04 1.41e-03 5.15e-04 9.38e-05 5.74e-03  2
1069 1.42e-03 8.04e-01 1.53e-04 2.23e-03 1.51e-04 1.83e-01 1.38e-04 1.24e-03 5.82e-04 1.13e-04 7.15e-03  2
1070 2.03e-03 6.86e-01 2.21e-04 3.39e-03 2.35e-04 2.94e-01 1.99e-04 1.74e-03 8.18e-04 1.69e-04 1.10e-02  2
1071 2.95e-03 5.41e-01 3.44e-04 3.52e-03 2.51e-04 4.34e-01 3.04e-04 1.69e-03 1.08e-03 2.06e-04 1.48e-02  2
1072 4.60e-03 7.29e-01 5.33e-04 4.91e-03 3.48e-04 2.35e-01 4.74e-04 2.46e-03 1.69e-03 2.94e-04 2.13e-02  2
1073 6.69e-04 9.52e-01 7.05e-05 9.23e-04 6.09e-05 4.22e-02 6.40e-05 5.81e-04 2.81e-04 4.83e-05 2.98e-03  2
1074 4.68e-04 9.79e-01 4.64e-05 6.21e-04 3.73e-05 1.73e-02 4.24e-05 4.83e-04 2.13e-04 3.30e-05 1.71e-03  2
1075 6.00e-04 9.81e-01 5.86e-05 7.32e-04 4.33e-05 1.51e-02 5.38e-05 5.96e-04 2.77e-04 3.99e-05 2.03e-03  2
1076 7.24e-04 9.79e-01 6.93e-05 8.91e-04 5.14e-05 1.55e-02 6.38e-05 7.67e-04 3.43e-04 4.83e-05 2.35e-03  2
1077 1.18e-03 9.86e-01 1.05e-04 1.36e-03 7.86e-05 6.03e-03 1.01e-04 1.49e-03 6.30e-04 6.90e-05 3.42e-03  2
1078 5.40e-05 9.98e-01 5.19e-06 7.41e-05 4.47e-06 1.10e-03 4.82e-06 6.54e-05 2.58e-05 3.71e-06 1.96e-04  2
1079 2.50e-03 7.47e-01 2.69e-04 2.91e-03 1.84e-04 2.34e-01 2.39e-04 1.72e-03 1.00e-03 1.72e-04 9.79e-03  6
1080 1.46e-03 8.37e-01 1.52e-04 2.07e-03 1.29e-04 1.51e-01 1.36e-04 1.30e-03 6.16e-04 1.11e-04 6.08e-03  2
1081 1.57e-03 2.54e-01 1.83e-04 2.01e-03 1.41e-04 7.32e-01 1.60e-04 9.33e-04 5.77e-04 1.17e-04 8.06e-03  2
1082 8.68e-04 1.07e-02 1.17e-04 1.22e-03 9.79e-05 9.79e-01 9.83e-05 3.46e-04 2.69e-04 7.69e-05 6.77e-03  6
1083 1.69e-04 3.07e-03 2.23e-05 2.07e-04 1.54e-05 9.95e-01 1.87e-05 6.75e-05 5.33e-05 1.37e-05 1.06e-03  6
1084 9.77e-06 3.09e-04 1.23e-06 1.28e-05 9.36e-07 1.00e+00 1.05e-06 4.54e-06 3.25e-06 8.02e-07 5.87e-05  6
1085 3.37e-05 8.86e-04 4.32e-06 4.23e-05 3.12e-06 9.99e-01 3.66e-06 1.46e-05 1.09e-05 2.71e-06 2.05e-04  6
1086 4.52e-05 1.39e-03 5.77e-06 5.63e-05 4.14e-06 9.98e-01 4.90e-06 1.99e-05 1.48e-05 3.58e-06 2.71e-04  6
1087 1.43e-05 4.93e-04 1.79e-06 1.92e-05 1.40e-06 9.99e-01 1.52e-06 6.87e-06 4.80e-06 1.18e-06 8.63e-05  6
1088 1.34e-04 7.64e-03 1.62e-05 1.84e-04 1.32e-05 9.91e-01 1.40e-05 7.16e-05 4.66e-05 1.09e-05 7.72e-04  6
1089 1.36e-05 4.21e-04 1.71e-06 1.83e-05 1.34e-06 9.99e-01 1.46e-06 6.41e-06 4.52e-06 1.13e-06 8.36e-05  6
1090 5.98e-04 1.82e-02 7.25e-05 8.89e-04 6.28e-05 9.76e-01 6.20e-05 3.15e-04 2.06e-04 5.31e-05 3.54e-03  6
1091 2.28e-04 1.06e-02 2.77e-05 3.37e-04 2.43e-05 9.87e-01 2.38e-05 1.25e-04 7.98e-05 1.97e-05 1.38e-03  6
1092 4.66e-04 2.45e-02 5.62e-05 7.16e-04 5.25e-05 9.71e-01 4.86e-05 2.67e-04 1.64e-04 4.06e-05 2.92e-03  6
1093 2.41e-03 8.54e-01 2.40e-04 4.68e-03 2.86e-04 1.22e-01 2.19e-04 3.00e-03 1.08e-03 2.16e-04 1.11e-02  2
1094 2.30e-02 7.97e-01 1.88e-03 2.20e-02 1.07e-03 7.00e-02 1.77e-03 2.26e-02 1.30e-02 1.34e-03 4.62e-02  2
1095 1.23e-02 8.30e-04 5.91e-04 9.35e-01 5.65e-03 5.84e-04 6.57e-04 6.86e-03 8.24e-03 2.44e-03 2.68e-02  4
1096 4.16e-03 2.15e-04 2.01e-04 9.79e-01 1.91e-03 1.87e-04 2.19e-04 1.82e-03 2.50e-03 1.13e-03 8.86e-03  4
1097 1.82e-02 4.42e-04 7.08e-04 9.29e-01 4.05e-03 4.09e-04 8.11e-04 4.37e-03 1.22e-02 4.46e-03 2.51e-02  4
1098 2.24e-02 4.79e-04 8.45e-04 9.16e-01 4.37e-03 4.59e-04 9.70e-04 4.77e-03 1.48e-02 5.67e-03 2.88e-02  4
1099 1.39e-02 3.77e-04 5.59e-04 9.44e-01 3.51e-03 3.45e-04 6.36e-04 3.68e-03 9.15e-03 3.47e-03 2.06e-02  9
1100 3.25e-02 6.10e-03 1.64e-03 8.10e-01 7.55e-03 3.17e-03 1.75e-03 4.11e-02 2.67e-02 6.32e-03 6.34e-02  4
1101 6.30e-02 2.92e-02 3.23e-03 5.04e-01 8.40e-03 9.89e-03 3.40e-03 1.97e-01 6.53e-02 8.92e-03 1.07e-01 11
1102 6.58e-02 3.62e-03 2.74e-03 7.41e-01 7.37e-03 2.74e-03 2.98e-03 2.46e-02 5.38e-02 1.48e-02 8.02e-02  4
1103 1.21e-02 6.97e-04 7.44e-04 9.22e-01 8.25e-03 9.43e-04 7.56e-04 4.48e-03 5.07e-03 4.77e-03 4.04e-02  4
1104 3.54e-03 3.82e-05 2.09e-04 9.71e-01 7.97e-03 9.14e-05 2.19e-04 5.52e-04 1.07e-03 2.30e-03 1.34e-02  4
1105 2.01e-02 1.72e-04 1.39e-03 8.13e-01 3.72e-02 5.97e-04 1.39e-03 2.74e-03 5.16e-03 1.64e-02 1.02e-01  4
1106 4.13e-03 3.89e-05 2.41e-04 9.66e-01 9.25e-03 9.67e-05 2.54e-04 5.96e-04 1.21e-03 2.83e-03 1.54e-02  4
1107 1.35e-03 1.71e-05 7.39e-05 9.91e-01 1.89e-03 3.44e-05 7.87e-05 2.23e-04 4.46e-04 8.20e-04 4.20e-03  4
1108 5.19e-04 6.69e-06 2.73e-05 9.96e-01 9.01e-04 1.21e-05 2.97e-05 8.96e-05 1.81e-04 2.44e-04 1.58e-03  4
1109 9.52e-04 1.06e-05 5.08e-05 9.93e-01 1.58e-03 2.12e-05 5.48e-05 1.49e-04 3.12e-04 5.29e-04 2.93e-03  4
1110 3.68e-04 4.80e-06 1.89e-05 9.98e-01 4.43e-04 8.53e-06 2.05e-05 6.20e-05 1.30e-04 1.91e-04 1.01e-03  4
1111 2.41e-04 4.01e-06 1.16e-05 9.99e-01 1.96e-04 5.83e-06 1.28e-05 4.68e-05 9.84e-05 1.01e-04 5.68e-04  4
1112 2.97e-05 5.42e-07 1.51e-06 1.00e+00 3.01e-05 8.26e-07 1.64e-06 6.16e-06 1.18e-05 1.33e-05 7.87e-05  4
1113 3.93e-06 8.35e-08 2.03e-07 1.00e+00 4.10e-06 1.21e-07 2.19e-07 9.03e-07 1.61e-06 1.66e-06 1.07e-05  4
1114 3.86e-06 8.07e-08 1.98e-07 1.00e+00 3.92e-06 1.16e-07 2.14e-07 8.78e-07 1.59e-06 1.62e-06 1.03e-05  4
1115 8.56e-06 1.84e-07 4.38e-07 1.00e+00 8.41e-06 2.62e-07 4.75e-07 1.98e-06 3.55e-06 3.58e-06 2.27e-05  4
1116 1.05e-05 2.26e-07 5.34e-07 1.00e+00 1.01e-05 3.19e-07 5.80e-07 2.43e-06 4.38e-06 4.34e-06 2.75e-05  4
1117 2.07e-05 4.59e-07 1.06e-06 1.00e+00 2.02e-05 6.53e-07 1.15e-06 4.86e-06 8.56e-06 8.73e-06 5.53e-05  4
1118 9.37e-06 2.05e-07 4.85e-07 1.00e+00 9.65e-06 2.95e-07 5.24e-07 2.19e-06 3.85e-06 3.96e-06 2.55e-05  4
1119 6.57e-06 1.41e-07 3.34e-07 1.00e+00 6.46e-06 1.98e-07 3.63e-07 1.53e-06 2.75e-06 2.67e-06 1.73e-05  4
1120 2.85e-05 4.93e-07 1.47e-06 1.00e+00 3.35e-05 7.78e-07 1.60e-06 5.77e-06 1.10e-05 1.29e-05 7.89e-05  4
1121 8.71e-04 1.39e-05 4.56e-05 9.95e-01 8.13e-04 2.40e-05 4.88e-05 1.61e-04 3.17e-04 4.85e-04 2.36e-03  4
1122 1.18e-03 2.08e-05 5.69e-05 9.94e-01 7.04e-04 3.07e-05 6.20e-05 2.27e-04 4.80e-04 5.84e-04 2.62e-03  4
1123 1.74e-04 4.91e-06 8.72e-06 9.99e-01 1.43e-04 5.96e-06 9.50e-06 4.85e-05 8.03e-05 6.15e-05 4.37e-04  4
1124 3.26e-04 1.08e-05 1.68e-05 9.98e-01 2.63e-04 1.28e-05 1.81e-05 1.00e-04 1.53e-04 1.17e-04 8.46e-04  4
1125 1.08e-04 1.89e-06 5.72e-06 9.99e-01 1.72e-04 3.04e-06 6.20e-06 2.25e-05 4.08e-05 4.55e-05 3.27e-04  4
1126 1.82e-05 4.16e-07 9.59e-07 1.00e+00 2.32e-05 5.91e-07 1.04e-06 4.46e-06 7.50e-06 7.08e-06 5.28e-05  4
1127 3.68e-05 9.42e-07 1.92e-06 1.00e+00 4.20e-05 1.26e-06 2.08e-06 9.69e-06 1.58e-05 1.37e-05 1.04e-04  4
1128 7.72e-06 1.65e-07 4.09e-07 1.00e+00 9.48e-06 2.47e-07 4.41e-07 1.79e-06 3.09e-06 3.28e-06 2.24e-05  4
1129 3.46e-05 8.11e-07 1.85e-06 1.00e+00 4.76e-05 1.16e-06 2.00e-06 8.63e-06 1.42e-05 1.35e-05 1.04e-04  4
1130 3.96e-05 9.82e-07 2.14e-06 1.00e+00 5.08e-05 1.41e-06 2.29e-06 1.01e-05 1.63e-05 1.60e-05 1.19e-04  4
1131 1.66e-03 6.25e-05 8.15e-05 9.91e-01 1.13e-03 6.27e-05 8.97e-05 5.79e-04 8.79e-04 4.71e-04 3.94e-03  4
1132 6.36e-03 6.93e-05 3.93e-04 8.94e-01 6.24e-02 1.62e-04 4.19e-04 1.10e-03 1.96e-03 2.61e-03 3.07e-02  4
1133 5.93e-04 1.00e-05 3.38e-05 9.95e-01 1.47e-03 1.82e-05 3.61e-05 1.23e-04 2.10e-04 2.69e-04 2.13e-03  4
1134 7.94e-03 9.87e-05 5.44e-04 8.24e-01 1.12e-01 2.66e-04 5.60e-04 1.50e-03 2.38e-03 3.65e-03 4.77e-02  4
1135 7.84e-05 3.56e-07 6.26e-06 1.78e-03 9.97e-01 1.72e-06 6.34e-06 1.07e-05 1.93e-05 3.23e-05 8.10e-04  5
1136 4.35e-06 1.95e-08 3.50e-07 9.23e-05 1.00e+00 9.47e-08 3.54e-07 5.94e-07 1.07e-06 1.71e-06 4.62e-05  5
1137 1.52e-03 8.36e-06 1.14e-04 4.05e-02 9.43e-01 3.32e-05 1.18e-04 2.16e-04 3.92e-04 5.72e-04 1.33e-02  5
1138 6.29e-04 3.35e-06 4.82e-05 1.75e-02 9.76e-01 1.43e-05 4.93e-05 8.88e-05 1.60e-04 2.58e-04 5.73e-03  5
1139 4.23e-03 1.77e-05 3.06e-04 1.24e-01 8.34e-01 7.58e-05 3.18e-04 5.15e-04 1.03e-03 1.92e-03 3.31e-02  5
1140 4.42e-03 1.69e-05 3.20e-04 1.20e-01 8.37e-01 7.50e-05 3.33e-04 5.19e-04 1.06e-03 2.01e-03 3.50e-02  5
1141 1.26e-02 5.75e-05 8.87e-04 5.15e-01 3.72e-01 2.39e-04 9.13e-04 1.51e-03 3.05e-03 7.31e-03 8.63e-02  5
1142 1.50e-02 5.40e-05 1.02e-03 5.31e-01 3.41e-01 2.33e-04 1.07e-03 1.59e-03 3.46e-03 9.06e-03 9.66e-02  5
1143 5.60e-04 2.26e-06 4.37e-05 1.11e-02 9.82e-01 1.07e-05 4.49e-05 7.20e-05 1.36e-04 2.11e-04 5.57e-03  5
1144 3.83e-01 3.19e-05 1.55e-02 1.06e-01 1.02e-02 2.61e-04 2.01e-02 2.47e-03 1.55e-02 6.46e-02 3.82e-01  7
1145 3.07e-01 2.03e-05 1.63e-02 9.62e-02 1.00e-02 2.24e-04 1.96e-02 2.19e-03 1.26e-02 8.44e-02 4.52e-01 11
1146 5.51e-01 1.98e-05 4.50e-02 3.47e-02 2.85e-03 2.21e-04 4.72e-02 1.38e-03 8.88e-03 3.26e-02 2.76e-01 11
1147 5.18e-01 1.94e-05 3.12e-02 4.51e-02 3.83e-03 2.12e-04 3.60e-02 1.53e-03 9.92e-03 4.87e-02 3.05e-01  1
1148 9.33e-01 3.08e-05 4.24e-03 1.26e-02 6.58e-04 9.95e-05 6.71e-03 5.56e-04 7.12e-03 6.99e-03 2.81e-02  1
1149 1.78e-01 2.70e-05 9.66e-03 8.38e-02 6.60e-03 2.42e-04 1.04e-02 1.71e-03 9.16e-03 4.59e-01 2.42e-01  1
1150 4.60e-05 2.53e-08 1.97e-06 5.19e-05 2.62e-06 1.29e-07 2.15e-06 7.69e-07 4.03e-06 1.00e+00 5.22e-05 10
1151 2.18e-04 1.27e-07 9.75e-06 2.84e-04 1.46e-05 6.61e-07 1.06e-05 3.97e-06 2.00e-05 9.99e-01 2.76e-04 10
1152 2.07e-04 1.21e-07 8.94e-06 2.72e-04 1.37e-05 6.12e-07 9.76e-06 3.73e-06 1.91e-05 9.99e-01 2.50e-04 10
1153 6.34e-03 4.18e-06 2.51e-04 9.10e-03 4.10e-04 1.88e-05 2.80e-04 1.17e-04 6.25e-04 9.76e-01 6.85e-03 10
1154 1.38e-01 1.23e-04 4.15e-03 1.47e-01 4.93e-03 3.89e-04 4.80e-03 2.32e-03 1.54e-02 5.95e-01 8.70e-02  1
1155 8.59e-01 7.59e-05 6.58e-03 3.11e-02 1.45e-03 2.26e-04 9.42e-03 1.25e-03 1.59e-02 2.17e-02 5.30e-02  1
1156 4.45e-01 4.46e-04 8.34e-03 2.16e-01 6.21e-03 9.24e-04 1.04e-02 5.65e-03 6.37e-02 1.17e-01 1.27e-01  1
1157 5.63e-01 1.81e-04 9.35e-03 1.56e-01 7.47e-03 5.00e-04 1.32e-02 3.88e-03 4.00e-02 4.65e-02 1.60e-01  1
1158 1.97e-01 8.06e-05 7.52e-03 3.04e-01 2.15e-02 3.99e-04 9.11e-03 3.44e-03 1.87e-02 1.71e-01 2.67e-01 11
1159 1.35e-02 6.00e-05 6.52e-04 9.24e-01 1.17e-02 1.56e-04 7.21e-04 1.15e-03 3.45e-03 1.18e-02 3.32e-02  4
1160 2.74e-02 7.13e-05 1.51e-03 7.97e-01 4.07e-02 2.69e-04 1.63e-03 1.93e-03 5.68e-03 3.10e-02 9.29e-02  4
1161 6.25e-02 4.54e-05 4.00e-03 4.21e-01 1.14e-01 3.17e-04 4.34e-03 2.90e-03 9.47e-03 4.50e-02 3.36e-01 11
1162 3.42e-01 1.04e-03 1.20e-01 2.96e-02 2.34e-03 3.90e-03 8.58e-02 4.36e-03 2.04e-02 4.73e-03 3.85e-01 11
1163 3.42e-01 1.49e-02 1.32e-02 1.40e-01 4.69e-03 1.08e-02 1.38e-02 3.14e-02 2.51e-01 1.62e-02 1.62e-01  1
1164 4.39e-01 8.42e-04 5.37e-03 6.50e-02 2.27e-03 8.44e-04 7.55e-03 5.68e-03 4.04e-01 7.85e-03 6.16e-02 11
1165 1.92e-04 3.70e-06 4.30e-06 7.48e-05 2.29e-06 1.95e-06 5.41e-06 1.57e-05 1.00e+00 5.60e-06 5.94e-05  9
1166 6.33e-06 1.28e-07 1.43e-07 2.43e-06 7.47e-08 6.65e-08 1.79e-07 5.26e-07 1.00e+00 1.84e-07 1.96e-06  9
1167 5.94e-03 1.78e-04 1.48e-04 2.73e-03 8.07e-05 8.52e-05 1.80e-04 6.95e-04 9.88e-01 1.99e-04 2.09e-03  9
1168 9.76e-01 2.68e-05 2.52e-03 2.65e-03 1.52e-04 5.77e-05 5.04e-03 2.38e-04 3.81e-03 5.88e-04 9.24e-03  1
1169 9.98e-01 1.85e-06 2.46e-04 2.90e-04 1.59e-05 4.72e-06 4.75e-04 2.09e-05 3.30e-04 8.86e-05 8.96e-04  1
1170 9.80e-01 2.55e-05 1.48e-03 3.06e-03 1.49e-04 5.15e-05 2.50e-03 2.32e-04 4.79e-03 8.50e-04 7.10e-03  1
1171 8.94e-01 1.41e-04 4.23e-03 2.14e-02 8.93e-04 2.51e-04 6.41e-03 1.34e-03 3.37e-02 5.89e-03 3.17e-02  1
1172 6.18e-01 7.04e-04 6.04e-03 4.60e-02 1.65e-03 8.02e-04 8.35e-03 4.29e-03 2.53e-01 7.88e-03 5.33e-02  9
1173 9.94e-01 5.75e-06 7.43e-04 6.46e-04 3.47e-05 1.42e-05 1.32e-03 5.29e-05 8.03e-04 2.01e-04 2.12e-03  1
1174 5.09e-01 5.72e-05 2.11e-01 7.17e-03 4.99e-04 2.77e-04 2.02e-01 6.71e-04 5.05e-03 2.12e-03 6.18e-02  3
1175 9.36e-01 1.11e-05 1.23e-02 4.01e-03 2.62e-04 5.69e-05 2.08e-02 2.39e-04 2.20e-03 2.09e-03 2.17e-02  1
1176 9.57e-01 1.57e-05 9.18e-03 2.61e-03 1.58e-04 5.98e-05 1.53e-02 1.98e-04 2.02e-03 1.02e-03 1.29e-02  1
1177 9.77e-01 7.52e-06 4.02e-03 1.84e-03 1.11e-04 3.04e-05 6.96e-03 1.19e-04 1.25e-03 8.61e-04 8.18e-03  1
1178 9.93e-01 1.87e-06 1.19e-03 4.49e-04 2.82e-05 7.40e-06 2.67e-03 3.03e-05 3.30e-04 1.79e-04 2.16e-03  1
1179 9.96e-01 1.01e-06 5.52e-04 2.63e-04 1.65e-05 3.89e-06 1.27e-03 1.71e-05 1.92e-04 1.02e-04 1.21e-03  1
1180 9.95e-01 1.30e-06 7.98e-04 3.06e-04 1.92e-05 5.04e-06 1.87e-03 2.09e-05 2.30e-04 1.17e-04 1.47e-03  1
1181 9.95e-01 1.24e-06 7.87e-04 2.89e-04 1.84e-05 4.78e-06 1.94e-03 1.99e-05 2.20e-04 1.06e-04 1.42e-03  1
1182 9.95e-01 1.34e-06 8.79e-04 3.11e-04 1.98e-05 5.21e-06 2.20e-03 2.16e-05 2.37e-04 1.14e-04 1.55e-03  1
1183 9.96e-01 1.05e-06 6.16e-04 2.26e-04 1.43e-05 3.92e-06 1.52e-03 1.60e-05 1.79e-04 8.11e-05 1.10e-03  1
1184 9.98e-01 5.47e-07 2.42e-04 1.10e-04 6.72e-06 1.92e-06 5.41e-04 7.79e-06 9.14e-05 4.03e-05 4.89e-04  1
1185 9.99e-01 3.46e-07 1.33e-04 7.57e-05 4.55e-06 1.20e-06 2.85e-04 5.11e-06 6.15e-05 2.87e-05 3.14e-04  1
1186 9.99e-01 3.15e-07 1.27e-04 6.90e-05 4.19e-06 1.10e-06 2.77e-04 4.69e-06 5.61e-05 2.58e-05 2.92e-04  1
1187 9.99e-01 4.07e-07 1.59e-04 9.34e-05 5.65e-06 1.44e-06 3.41e-04 6.20e-06 7.43e-05 3.58e-05 3.87e-04  1
1188 9.99e-01 2.79e-07 7.69e-05 5.30e-05 3.07e-06 8.84e-07 1.54e-04 3.67e-06 4.73e-05 1.96e-05 2.00e-04  1
1189 1.00e+00 7.93e-08 2.29e-05 1.58e-05 9.25e-07 2.54e-07 4.77e-05 1.08e-06 1.39e-05 5.71e-06 6.05e-05  1
1190 9.99e-01 4.45e-07 9.57e-05 7.48e-05 4.21e-06 1.31e-06 1.85e-04 5.35e-06 7.29e-05 2.66e-05 2.65e-04  1
1191 1.00e+00 1.03e-07 3.16e-05 1.76e-05 1.04e-06 3.23e-07 6.82e-05 1.30e-06 1.65e-05 5.97e-06 7.19e-05  1
1192 1.00e+00 1.59e-07 3.87e-05 2.44e-05 1.41e-06 4.67e-07 8.10e-05 1.85e-06 2.48e-05 7.91e-06 9.43e-05  1
